subject,trial,condition,rt
1,191,incongruent,751
1,192,incongruent,847
1,193,congruent,318
1,194,congruent,338
1,195,congruent,317
1,196,congruent,329
1,197,incongruent,743
1,198,incongruent,850
1,199,incongruent,851
1,200,incongruent,860
1,201,congruent,368
1,202,incongruent,844
1,203,congruent,293
1,204,incongruent,818
1,205,incongruent,815
1,206,incongruent,838
1,207,incongruent,737
1,208,incongruent,785
1,209,incongruent,917
1,210,congruent,413
1,211,congruent,394
1,212,incongruent,735
1,213,incongruent,821
1,214,congruent,365
1,215,incongruent,764
1,216,incongruent,784
1,217,incongruent,764
1,218,incongruent,829
1,219,incongruent,873
1,220,congruent,337
1,221,congruent,400
1,222,congruent,364
1,223,congruent,360
1,224,incongruent,798
1,225,incongruent,802
1,226,incongruent,861
1,227,incongruent,827
1,228,congruent,403
1,229,congruent,439
1,230,incongruent,801
1,231,incongruent,955
1,232,congruent,381
1,233,congruent,434
1,234,congruent,431
1,235,incongruent,817
1,236,congruent,305
1,237,incongruent,770
1,238,congruent,384
1,239,incongruent,896
1,240,incongruent,770
1,241,incongruent,763
1,242,incongruent,790
1,243,congruent,385
1,244,congruent,370
1,245,congruent,424
1,246,incongruent,872
1,247,congruent,370
1,248,congruent,325
1,249,incongruent,868
1,250,incongruent,860
1,251,congruent,352
1,252,incongruent,809
1,253,incongruent,804
1,254,incongruent,824
1,255,incongruent,649
1,256,incongruent,773
1,257,congruent,305
1,258,congruent,360
1,259,congruent,362
1,260,congruent,377
1,261,congruent,403
1,262,congruent,361
1,263,incongruent,834
1,264,incongruent,823
1,265,congruent,340
1,266,congruent,358
1,267,congruent,394
1,268,incongruent,921
1,269,incongruent,788
1,270,incongruent,753
1,271,congruent,325
1,272,incongruent,809
1,273,incongruent,779
1,274,congruent,373
1,275,congruent,339
1,276,incongruent,818
1,277,incongruent,725
1,278,congruent,473
1,279,congruent,317
1,280,incongruent,808
1,281,congruent,381
1,282,congruent,391
1,283,congruent,428
1,284,incongruent,754
1,285,incongruent,933
1,286,incongruent,799
1,287,congruent,331
1,288,incongruent,822
1,289,congruent,394
1,290,congruent,415
1,291,incongruent,852
1,292,congruent,434
1,293,congruent,383
1,294,congruent,339
1,295,congruent,340
1,296,congruent,343
1,297,incongruent,772
1,298,incongruent,801
1,299,congruent,365
1,300,congruent,335
1,301,congruent,323
1,302,incongruent,807
1,303,congruent,351
1,304,incongruent,792
1,305,congruent,394
1,306,incongruent,835
1,307,incongruent,778
1,308,congruent,428
1,309,congruent,312
1,310,incongruent,897
1,311,congruent,385
1,312,congruent,340
1,313,incongruent,848
1,314,congruent,355
1,315,congruent,375
1,316,incongruent,846
1,317,incongruent,782
1,318,incongruent,798
1,319,incongruent,837
1,320,congruent,312
1,321,congruent,317
1,322,congruent,342
1,323,congruent,404
1,324,congruent,370
1,325,incongruent,893
1,326,congruent,396
1,327,incongruent,897
1,328,incongruent,762
1,329,congruent,393
1,330,incongruent,818
1,331,incongruent,913
1,332,incongruent,745
1,333,congruent,367
1,334,incongruent,771
1,335,incongruent,874
1,336,congruent,429
1,337,incongruent,796
1,338,congruent,362
1,339,incongruent,935
1,340,congruent,358
1,341,incongruent,767
1,342,incongruent,902
1,343,incongruent,727
1,344,congruent,343
1,345,congruent,340
1,346,congruent,390
1,347,congruent,484
1,348,congruent,333
1,349,incongruent,809
1,350,incongruent,802
1,351,incongruent,761
1,352,congruent,356
1,353,incongruent,870
1,354,congruent,349
1,355,incongruent,691
1,356,incongruent,789
1,357,congruent,362
1,358,congruent,425
1,359,incongruent,765
1,360,congruent,384
1,361,congruent,294
1,362,congruent,397
1,363,congruent,357
1,364,congruent,323
1,365,congruent,398
1,366,congruent,384
1,367,congruent,415
1,368,incongruent,723
1,369,incongruent,731
1,370,congruent,416
1,371,incongruent,787
1,372,congruent,393
1,373,incongruent,745
1,374,incongruent,812
1,375,congruent,398
1,376,congruent,316
1,377,congruent,368
1,378,congruent,348
1,379,congruent,365
1,380,incongruent,800
1,381,incongruent,791
1,382,congruent,439
1,383,congruent,375
1,384,incongruent,753
1,385,congruent,361
1,386,congruent,410
1,387,congruent,455
1,388,congruent,351
1,389,incongruent,725
1,390,incongruent,830
1,391,congruent,345
1,392,incongruent,928
1,393,incongruent,882
1,394,incongruent,849
1,395,congruent,294
1,396,congruent,396
1,397,congruent,392
1,398,congruent,334
1,399,incongruent,841
1,400,incongruent,878
1,401,incongruent,841
1,402,congruent,333
1,403,congruent,387
1,404,congruent,377
1,405,incongruent,838
1,406,congruent,334
1,407,congruent,430
1,408,incongruent,817
1,409,incongruent,772
1,410,incongruent,844
1,411,incongruent,882
1,412,congruent,373
1,413,incongruent,834
1,414,incongruent,803
1,415,congruent,338
1,416,incongruent,794
1,417,incongruent,847
1,418,congruent,376
1,419,incongruent,955
1,420,incongruent,763
1,421,congruent,461
1,422,incongruent,809
1,423,incongruent,873
1,424,congruent,367
1,425,congruent,401
1,426,congruent,328
1,427,incongruent,832
1,428,incongruent,836
1,429,incongruent,780
1,430,incongruent,790
1,431,incongruent,907
1,432,congruent,350
1,433,incongruent,713
1,434,incongruent,707
1,435,incongruent,801
1,436,congruent,385
1,437,incongruent,846
1,438,incongruent,774
1,439,congruent,312
1,440,incongruent,856
1,441,congruent,339
1,442,congruent,384
1,443,congruent,388
1,444,incongruent,854
1,445,incongruent,708
1,446,congruent,347
1,447,incongruent,850
1,448,congruent,366
1,449,incongruent,832
1,450,congruent,307
1,451,congruent,286
1,452,incongruent,798
1,453,incongruent,825
1,454,congruent,393
1,455,incongruent,706
1,456,congruent,342
1,457,incongruent,835
1,458,incongruent,858
1,459,congruent,376
1,460,congruent,365
1,461,congruent,351
1,462,incongruent,901
1,463,congruent,421
1,464,congruent,355
1,465,congruent,359
1,466,congruent,314
1,467,incongruent,845
1,468,congruent,397
1,469,incongruent,811
1,470,congruent,341
1,471,incongruent,866
1,472,incongruent,840
1,473,congruent,339
1,474,incongruent,719
1,475,congruent,377
1,476,congruent,365
1,477,incongruent,922
1,478,incongruent,863
1,479,congruent,350
1,480,congruent,336
1,481,congruent,360
1,482,congruent,360
1,483,incongruent,775
1,484,congruent,314
1,485,congruent,344
1,486,incongruent,737
1,487,incongruent,885
1,488,incongruent,751
1,489,incongruent,822
1,490,incongruent,813
1,491,incongruent,787
1,492,incongruent,855
1,493,congruent,336
1,494,congruent,364
1,495,congruent,358
1,496,incongruent,886
1,497,incongruent,746
1,498,congruent,361
1,499,incongruent,758
1,500,incongruent,798
2,21,incongruent,681
2,22,incongruent,621
2,23,congruent,414
2,24,congruent,532
2,25,congruent,446
2,26,incongruent,626
2,27,incongruent,571
2,28,congruent,464
2,29,congruent,377
2,30,congruent,471
2,31,congruent,454
2,32,incongruent,604
2,33,incongruent,699
2,34,incongruent,594
2,35,congruent,357
2,36,incongruent,637
2,37,incongruent,623
2,38,congruent,446
2,39,incongruent,627
2,40,congruent,474
2,41,congruent,443
2,42,congruent,396
2,43,congruent,519
2,44,congruent,396
2,45,incongruent,653
2,46,congruent,500
2,47,congruent,554
2,48,congruent,343
2,49,incongruent,558
2,50,congruent,456
2,51,congruent,462
2,52,incongruent,553
2,53,congruent,514
2,54,congruent,464
2,55,incongruent,576
2,56,incongruent,647
2,57,congruent,476
2,58,incongruent,597
2,59,congruent,432
2,60,incongruent,609
2,61,incongruent,604
2,62,congruent,401
2,63,incongruent,581
2,64,incongruent,656
2,65,incongruent,677
2,66,incongruent,616
2,67,congruent,485
2,68,congruent,535
2,69,congruent,469
2,70,incongruent,606
2,71,congruent,464
2,72,incongruent,570
2,73,incongruent,594
2,74,congruent,436
2,75,incongruent,573
2,76,congruent,459
2,77,incongruent,552
2,78,incongruent,595
2,79,incongruent,741
2,80,incongruent,577
2,81,incongruent,634
2,82,incongruent,571
2,83,incongruent,600
2,84,congruent,398
2,85,incongruent,701
2,86,congruent,449
2,87,congruent,423
2,88,congruent,504
2,89,congruent,539
2,90,incongruent,646
2,91,congruent,473
2,92,congruent,422
2,93,incongruent,581
2,94,congruent,398
2,95,incongruent,637
2,96,incongruent,590
2,97,incongruent,641
2,98,incongruent,605
2,99,congruent,412
2,100,congruent,384
2,101,congruent,366
2,102,incongruent,596
2,103,congruent,380
2,104,congruent,547
2,105,incongruent,606
2,106,incongruent,513
2,107,incongruent,618
2,108,incongruent,580
2,109,incongruent,616
2,110,incongruent,665
2,111,incongruent,664
2,112,incongruent,594
2,113,incongruent,612
2,114,congruent,387
2,115,congruent,395
2,116,incongruent,623
2,117,congruent,425
2,118,congruent,514
2,119,congruent,568
2,120,congruent,427
2,121,congruent,383
2,122,incongruent,614
2,123,incongruent,568
2,124,congruent,540
2,125,congruent,492
2,126,congruent,580
2,127,incongruent,596
2,128,congruent,386
2,129,incongruent,614
2,130,congruent,504
2,131,incongruent,670
2,132,incongruent,512
2,133,incongruent,660
2,134,incongruent,625
2,135,congruent,506
2,136,congruent,395
2,137,incongruent,579
2,138,incongruent,610
2,139,congruent,432
2,140,congruent,484
2,141,congruent,513
2,142,congruent,439
2,143,congruent,391
2,144,incongruent,640
2,145,congruent,456
2,146,congruent,448
2,147,incongruent,582
2,148,incongruent,639
2,149,incongruent,585
2,150,incongruent,527
2,151,incongruent,595
2,152,congruent,512
2,153,incongruent,605
2,154,incongruent,670
2,155,congruent,441
2,156,incongruent,587
2,157,incongruent,603
2,158,congruent,487
2,159,incongruent,636
2,160,incongruent,582
2,161,incongruent,571
2,162,incongruent,530
2,163,congruent,424
2,164,incongruent,577
2,165,congruent,404
2,166,congruent,499
2,167,incongruent,616
2,168,incongruent,535
2,169,incongruent,619
2,170,congruent,477
2,171,congruent,459
2,172,congruent,427
2,173,congruent,406
2,174,incongruent,598
2,175,incongruent,645
2,176,congruent,537
2,177,congruent,446
2,178,incongruent,556
2,179,incongruent,597
2,180,incongruent,602
2,181,incongruent,516
2,182,congruent,565
2,183,incongruent,594
2,184,incongruent,558
2,185,incongruent,558
2,186,incongruent,680
2,187,congruent,388
2,188,incongruent,660
2,189,congruent,541
2,190,congruent,468
2,191,congruent,468
2,192,congruent,403
2,193,congruent,426
2,194,congruent,401
2,195,congruent,545
2,196,congruent,499
2,197,incongruent,557
2,198,incongruent,553
2,199,incongruent,631
2,200,congruent,402
2,201,incongruent,587
2,202,incongruent,604
2,203,incongruent,678
2,204,congruent,426
2,205,incongruent,594
2,206,incongruent,618
2,207,incongruent,569
2,208,incongruent,563
2,209,congruent,462
2,210,incongruent,637
2,211,incongruent,606
2,212,congruent,389
2,213,congruent,531
2,214,incongruent,596
2,215,incongruent,644
2,216,incongruent,648
2,217,congruent,464
2,218,incongruent,550
2,219,incongruent,567
2,220,congruent,503
2,221,incongruent,599
2,222,incongruent,659
2,223,incongruent,610
2,224,incongruent,665
2,225,incongruent,594
2,226,congruent,481
2,227,incongruent,616
2,228,congruent,326
2,229,incongruent,654
2,230,congruent,370
2,231,congruent,502
2,232,incongruent,667
2,233,incongruent,677
2,234,congruent,431
2,235,incongruent,636
2,236,congruent,423
2,237,congruent,418
2,238,congruent,429
2,239,congruent,506
2,240,congruent,516
2,241,congruent,498
2,242,incongruent,693
2,243,incongruent,664
2,244,congruent,485
2,245,congruent,397
2,246,incongruent,603
2,247,congruent,322
2,248,congruent,455
2,249,incongruent,566
2,250,congruent,478
2,251,congruent,417
2,252,congruent,360
2,253,incongruent,619
2,254,incongruent,604
2,255,incongruent,646
2,256,incongruent,658
2,257,incongruent,686
2,258,congruent,377
2,259,incongruent,612
2,260,congruent,392
2,261,congruent,413
2,262,congruent,413
2,263,congruent,445
2,264,incongruent,627
2,265,incongruent,655
2,266,incongruent,662
2,267,congruent,524
2,268,incongruent,675
2,269,incongruent,618
2,270,congruent,382
2,271,congruent,389
2,272,congruent,513
2,273,incongruent,570
2,274,congruent,501
2,275,congruent,435
2,276,congruent,488
2,277,congruent,550
2,278,congruent,420
2,279,congruent,355
2,280,congruent,442
2,281,congruent,530
2,282,incongruent,598
2,283,incongruent,712
2,284,congruent,414
2,285,incongruent,576
2,286,incongruent,627
2,287,congruent,433
2,288,congruent,399
2,289,congruent,543
2,290,incongruent,639
2,291,incongruent,696
2,292,incongruent,683
2,293,incongruent,555
2,294,congruent,408
2,295,incongruent,574
2,296,incongruent,622
2,297,incongruent,608
2,298,congruent,456
2,299,incongruent,691
2,300,congruent,392
2,301,incongruent,601
2,302,congruent,426
2,303,congruent,464
2,304,incongruent,592
2,305,incongruent,595
2,306,congruent,525
2,307,incongruent,612
2,308,congruent,481
2,309,incongruent,582
2,310,congruent,401
2,311,incongruent,612
2,312,congruent,388
2,313,incongruent,620
2,314,incongruent,706
2,315,congruent,448
2,316,incongruent,578
2,317,incongruent,609
2,318,congruent,501
2,319,incongruent,557
2,320,congruent,489
2,321,incongruent,574
2,322,congruent,350
2,323,congruent,389
2,324,congruent,404
2,325,congruent,442
2,326,congruent,403
2,327,congruent,380
2,328,incongruent,644
2,329,incongruent,633
2,330,incongruent,679
2,331,congruent,474
2,332,incongruent,570
2,333,incongruent,613
2,334,incongruent,614
2,335,incongruent,607
2,336,incongruent,531
2,337,incongruent,561
2,338,incongruent,670
2,339,congruent,419
2,340,congruent,425
2,341,congruent,322
2,342,incongruent,687
2,343,congruent,402
2,344,incongruent,605
2,345,incongruent,649
2,346,congruent,457
2,347,congruent,364
2,348,congruent,470
2,349,incongruent,590
2,350,congruent,494
2,351,incongruent,661
2,352,congruent,379
2,353,congruent,349
2,354,incongruent,645
2,355,congruent,514
2,356,congruent,453
2,357,congruent,473
2,358,congruent,377
2,359,incongruent,546
2,360,incongruent,562
2,361,incongruent,610
2,362,congruent,576
2,363,congruent,448
2,364,congruent,498
2,365,congruent,398
2,366,congruent,480
2,367,congruent,528
2,368,incongruent,649
2,369,congruent,441
2,370,incongruent,517
2,371,congruent,440
2,372,congruent,352
2,373,congruent,425
2,374,congruent,523
2,375,congruent,429
2,376,incongruent,649
2,377,congruent,474
2,378,congruent,429
2,379,congruent,484
2,380,congruent,492
2,381,congruent,383
2,382,incongruent,574
2,383,incongruent,595
2,384,congruent,431
2,385,congruent,369
2,386,incongruent,634
2,387,incongruent,654
2,388,incongruent,601
2,389,incongruent,615
2,390,congruent,436
2,391,congruent,299
2,392,incongruent,625
2,393,congruent,577
2,394,incongruent,616
2,395,congruent,478
2,396,congruent,345
2,397,congruent,408
2,398,incongruent,650
2,399,incongruent,629
2,400,congruent,395
2,401,congruent,507
2,402,congruent,475
2,403,incongruent,597
2,404,incongruent,598
2,405,congruent,483
2,406,congruent,472
2,407,congruent,599
2,408,congruent,470
2,409,incongruent,615
2,410,congruent,455
2,411,congruent,436
2,412,congruent,508
2,413,congruent,384
2,414,incongruent,705
2,415,congruent,446
2,416,congruent,479
2,417,congruent,452
2,418,congruent,413
2,419,congruent,502
2,420,congruent,445
2,421,incongruent,614
2,422,incongruent,622
2,423,congruent,379
2,424,incongruent,662
2,425,congruent,439
2,426,congruent,394
2,427,congruent,452
2,428,congruent,492
2,429,congruent,395
2,430,incongruent,625
2,431,congruent,406
2,432,incongruent,647
2,433,incongruent,696
2,434,congruent,451
2,435,congruent,565
2,436,congruent,504
2,437,congruent,411
2,438,congruent,510
2,439,incongruent,665
2,440,incongruent,543
2,441,incongruent,628
2,442,incongruent,602
2,443,incongruent,647
2,444,congruent,390
2,445,congruent,524
2,446,congruent,440
2,447,incongruent,574
2,448,incongruent,693
2,449,congruent,452
2,450,incongruent,581
2,451,incongruent,607
2,452,incongruent,584
2,453,congruent,483
2,454,congruent,470
2,455,incongruent,528
2,456,incongruent,521
2,457,incongruent,674
2,458,incongruent,601
2,459,congruent,486
2,460,incongruent,533
2,461,incongruent,577
2,462,congruent,378
2,463,incongruent,677
2,464,congruent,480
2,465,congruent,459
2,466,congruent,396
2,467,congruent,476
2,468,incongruent,587
2,469,incongruent,647
2,470,incongruent,543
2,471,congruent,475
2,472,incongruent,560
2,473,incongruent,569
2,474,congruent,441
2,475,incongruent,629
2,476,incongruent,676
2,477,incongruent,601
2,478,incongruent,614
2,479,congruent,444
2,480,incongruent,670
2,481,congruent,497
2,482,congruent,404
2,483,incongruent,593
2,484,congruent,522
2,485,incongruent,631
2,486,congruent,450
2,487,congruent,474
2,488,congruent,428
2,489,congruent,377
2,490,incongruent,593
2,491,congruent,416
2,492,incongruent,528
2,493,incongruent,720
2,494,congruent,511
2,495,incongruent,592
2,496,congruent,485
2,497,congruent,496
2,498,congruent,508
2,499,congruent,430
2,500,incongruent,609
3,21,incongruent,749
3,22,congruent,464
3,23,incongruent,781
3,24,incongruent,727
3,25,incongruent,759
3,26,congruent,408
3,27,congruent,465
3,28,congruent,472
3,29,congruent,418
3,30,incongruent,801
3,31,incongruent,736
3,32,incongruent,755
3,33,incongruent,765
3,34,incongruent,737
3,35,incongruent,719
3,36,incongruent,779
3,37,congruent,479
3,38,incongruent,805
3,39,incongruent,816
3,40,incongruent,775
3,41,congruent,497
3,42,congruent,472
3,43,incongruent,672
3,44,congruent,505
3,45,incongruent,774
3,46,incongruent,851
3,47,incongruent,837
3,48,congruent,473
3,49,incongruent,741
3,50,congruent,432
3,51,congruent,472
3,52,incongruent,796
3,53,incongruent,786
3,54,congruent,400
3,55,incongruent,774
3,56,congruent,416
3,57,incongruent,783
3,58,incongruent,772
3,59,incongruent,795
3,60,incongruent,691
3,61,incongruent,704
3,62,congruent,483
3,63,incongruent,764
3,64,incongruent,713
3,65,incongruent,722
3,66,congruent,489
3,67,congruent,445
3,68,congruent,421
3,69,congruent,497
3,70,congruent,498
3,71,congruent,428
3,72,incongruent,742
3,73,incongruent,809
3,74,congruent,486
3,75,incongruent,668
3,76,congruent,376
3,77,incongruent,698
3,78,incongruent,723
3,79,incongruent,722
3,80,incongruent,721
3,81,congruent,494
3,82,congruent,473
3,83,incongruent,756
3,84,congruent,498
3,85,congruent,461
3,86,congruent,406
3,87,incongruent,757
3,88,incongruent,781
3,89,incongruent,779
3,90,incongruent,660
3,91,congruent,555
3,92,congruent,421
3,93,incongruent,695
3,94,congruent,444
3,95,congruent,459
3,96,congruent,453
3,97,congruent,533
3,98,incongruent,786
3,99,congruent,436
3,100,congruent,484
3,101,congruent,457
3,102,incongruent,786
3,103,incongruent,738
3,104,congruent,415
3,105,incongruent,778
3,106,congruent,412
3,107,incongruent,834
3,108,congruent,456
3,109,incongruent,754
3,110,incongruent,726
3,111,congruent,505
3,112,congruent,433
3,113,incongruent,774
3,114,incongruent,711
3,115,congruent,514
3,116,incongruent,695
3,117,incongruent,681
3,118,congruent,466
3,119,congruent,464
3,120,congruent,420
3,121,incongruent,809
3,122,congruent,472
3,123,congruent,461
3,124,incongruent,806
3,125,incongruent,825
3,126,incongruent,730
3,127,incongruent,755
3,128,congruent,476
3,129,congruent,428
3,130,congruent,521
3,131,congruent,409
3,132,incongruent,820
3,133,congruent,472
3,134,congruent,426
3,135,incongruent,778
3,136,incongruent,734
3,137,incongruent,702
3,138,incongruent,744
3,139,incongruent,796
3,140,congruent,517
3,141,congruent,431
3,142,congruent,446
3,143,incongruent,800
3,144,incongruent,763
3,145,congruent,447
3,146,incongruent,783
3,147,congruent,428
3,148,congruent,419
3,149,incongruent,782
3,150,congruent,429
3,151,incongruent,736
3,152,congruent,432
3,153,congruent,467
3,154,congruent,504
3,155,incongruent,735
3,156,incongruent,761
3,157,congruent,454
3,158,congruent,465
3,159,congruent,437
3,160,incongruent,780
3,161,incongruent,767
3,162,incongruent,791
3,163,congruent,454
3,164,congruent,427
3,165,incongruent,714
3,166,congruent,502
3,167,incongruent,764
3,168,incongruent,760
3,169,incongruent,820
3,170,congruent,485
3,171,incongruent,623
3,172,incongruent,791
3,173,incongruent,819
3,174,incongruent,775
3,175,incongruent,793
3,176,congruent,385
3,177,congruent,524
3,178,congruent,412
3,179,incongruent,741
3,180,incongruent,746
3,181,incongruent,802
3,182,incongruent,822
3,183,congruent,425
3,184,incongruent,766
3,185,congruent,487
3,186,congruent,420
3,187,incongruent,703
3,188,incongruent,730
3,189,congruent,416
3,190,incongruent,696
3,191,congruent,445
3,192,congruent,465
3,193,incongruent,749
3,194,incongruent,801
3,195,incongruent,766
3,196,congruent,448
3,197,incongruent,813
3,198,incongruent,695
3,199,incongruent,831
3,200,incongruent,757
3,201,congruent,542
3,202,congruent,489
3,203,congruent,545
3,204,congruent,462
3,205,incongruent,743
3,206,congruent,513
3,207,incongruent,748
3,208,incongruent,690
3,209,incongruent,736
3,210,congruent,514
3,211,incongruent,760
3,212,incongruent,724
3,213,congruent,461
3,214,incongruent,731
3,215,incongruent,793
3,216,congruent,441
3,217,congruent,470
3,218,incongruent,704
3,219,incongruent,789
3,220,incongruent,697
3,221,congruent,447
3,222,incongruent,901
3,223,congruent,440
3,224,congruent,471
3,225,congruent,451
3,226,congruent,467
3,227,congruent,431
3,228,incongruent,717
3,229,congruent,456
3,230,incongruent,720
3,231,congruent,450
3,232,incongruent,777
3,233,incongruent,721
3,234,incongruent,781
3,235,congruent,544
3,236,incongruent,717
3,237,congruent,446
3,238,incongruent,782
3,239,incongruent,801
3,240,congruent,494
3,241,incongruent,844
3,242,incongruent,761
3,243,incongruent,719
3,244,congruent,450
3,245,incongruent,723
3,246,incongruent,820
3,247,congruent,445
3,248,congruent,486
3,249,congruent,417
3,250,congruent,492
3,251,congruent,440
3,252,incongruent,673
3,253,incongruent,829
3,254,congruent,469
3,255,congruent,451
3,256,incongruent,770
3,257,incongruent,756
3,258,incongruent,863
3,259,congruent,543
3,260,incongruent,839
3,261,congruent,512
3,262,incongruent,797
3,263,incongruent,668
3,264,incongruent,770
3,265,incongruent,765
3,266,incongruent,744
3,267,incongruent,789
3,268,incongruent,803
3,269,incongruent,733
3,270,congruent,438
3,271,congruent,477
3,272,incongruent,743
3,273,congruent,512
3,274,incongruent,787
3,275,incongruent,748
3,276,incongruent,765
3,277,incongruent,788
3,278,congruent,506
3,279,congruent,452
3,280,incongruent,748
3,281,incongruent,825
3,282,incongruent,781
3,283,congruent,424
3,284,congruent,443
3,285,congruent,471
3,286,incongruent,840
3,287,congruent,439
3,288,incongruent,610
3,289,incongruent,816
3,290,congruent,492
3,291,congruent,459
3,292,congruent,333
3,293,incongruent,814
3,294,incongruent,761
3,295,incongruent,797
3,296,congruent,475
3,297,congruent,458
3,298,congruent,415
3,299,congruent,447
3,300,incongruent,720
3,301,incongruent,756
3,302,incongruent,808
3,303,incongruent,664
3,304,incongruent,882
3,305,congruent,503
3,306,incongruent,781
3,307,incongruent,775
3,308,incongruent,779
3,309,congruent,501
3,310,incongruent,792
3,311,congruent,417
3,312,congruent,483
3,313,incongruent,747
3,314,incongruent,637
3,315,incongruent,809
3,316,incongruent,735
3,317,congruent,460
3,318,incongruent,759
3,319,incongruent,789
3,320,incongruent,765
3,321,incongruent,666
3,322,incongruent,728
3,323,congruent,472
3,324,incongruent,754
3,325,incongruent,790
3,326,congruent,470
3,327,congruent,468
3,328,incongruent,736
3,329,congruent,467
3,330,incongruent,751
3,331,incongruent,597
3,332,incongruent,807
3,333,congruent,460
3,334,congruent,491
3,335,incongruent,784
3,336,congruent,520
3,337,incongruent,823
3,338,congruent,514
3,339,congruent,464
3,340,incongruent,720
3,341,congruent,449
3,342,congruent,489
3,343,congruent,461
3,344,congruent,427
3,345,congruent,470
3,346,incongruent,860
3,347,incongruent,727
3,348,incongruent,774
3,349,incongruent,653
3,350,incongruent,693
3,351,incongruent,815
3,352,congruent,477
3,353,congruent,452
3,354,incongruent,810
3,355,incongruent,798
3,356,incongruent,727
3,357,congruent,421
3,358,incongruent,671
3,359,incongruent,827
3,360,congruent,457
3,361,incongruent,776
3,362,congruent,454
3,363,incongruent,740
3,364,incongruent,810
3,365,incongruent,785
3,366,congruent,445
3,367,congruent,430
3,368,incongruent,752
3,369,congruent,412
3,370,congruent,428
3,371,incongruent,793
3,372,congruent,426
3,373,congruent,408
3,374,congruent,450
3,375,congruent,421
3,376,congruent,407
3,377,congruent,440
3,378,incongruent,723
3,379,incongruent,767
3,380,incongruent,777
3,381,congruent,390
3,382,incongruent,789
3,383,congruent,495
3,384,congruent,483
3,385,incongruent,782
3,386,congruent,444
3,387,congruent,458
3,388,congruent,501
3,389,congruent,405
3,390,incongruent,755
